"model","target","horizon","forecast_date","q0.025","q0.25","q0.5","q0.75","q0.975","value","qscore_q0.025","qscore_q0.25","qscore_q0.5","qscore_q0.75","qscore_q0.975","mean_qscore","ae","interval_coverage_0.5","interval_coverage_0.95","scores_imputed"
"DaenerysTargaryen","DAX","1 day",2023-12-06,-2.847,-0.843,1.873,3.727,5.795,-0.164932375697902,0.134103381215105,0.339033812151049,2.0379323756979,1.94596618784895,0.297996618784895,0.95100647513958,2.0379323756979,TRUE,TRUE,FALSE
"Phoebe","DAX","1 day",2023-12-06,-1.71279652574754,-0.393846748036975,0.0439378618609432,0.544948263391287,1.66335532113913,-0.164932375697902,0.0773932075024819,0.114457186169537,0.208870237558845,0.354940319544594,0.0914143848418517,0.169415067123462,0.208870237558845,TRUE,TRUE,FALSE
"JakePeralta","DAX","1 day",2023-12-06,-2.63924392365542,-0.558840369689359,0.0343156538769485,0.64741456352104,2.33849728969599,-0.164932375697902,0.123715577397876,0.196953996995729,0.19924802957485,0.406173469609471,0.125171483269695,0.210252511369524,0.19924802957485,TRUE,TRUE,FALSE
"TormundGiantsbane","DAX","1 day",2023-12-06,-1.69678762572852,-0.461609911768997,0.0558210012774767,0.561270825428457,1.78499957780518,-0.164932375697902,0.0765927625015309,0.148338768035548,0.220753376975378,0.363101600563179,0.0974965976751542,0.181256621150158,0.220753376975378,TRUE,TRUE,FALSE
"TyrionLannister","DAX","1 day",2023-12-06,-0.593005601719629,0.134474539167417,0.331083559104961,0.812036627476642,1.4442281116117,-0.164932375697902,0.0214036613010864,0.449110372297978,0.496015934802863,0.488484501587272,0.0804580243654802,0.307094498870936,0.496015934802863,FALSE,TRUE,FALSE
"mean_ensemble","DAX","2 day",2023-12-06,-2.47563943744407,-0.476091169794352,0.364735250965269,1.18418172527858,2.99985135014139,0.615170094812179,0.154540476612812,0.545630632303265,0.25043484384691,0.284505815233201,0.119234062766461,0.27086916615253,0.25043484384691,TRUE,TRUE,FALSE
"DAX_benchmark","DAX","2 day",2023-12-06,-4.0878949635655,-0.810657644025037,0.0894760728836097,1.00507328781121,3.57049232679329,0.615170094812179,0.235153252918884,0.712913869418608,0.525694021928569,0.194951596499515,0.147766111599055,0.363295770472926,0.525694021928569,TRUE,TRUE,FALSE
"Rachel","DAX","2 day",2023-12-06,-3.58551351940877,-0.8591410225673,-0.0106163956662186,1.00507328740713,3.28989574791444,0.615170094812179,0.210034180711048,0.737155558689739,0.625786490478397,0.194951596297477,0.133736282655113,0.380332821766355,0.625786490478397,TRUE,TRUE,FALSE
"BrienneVonTarth","DAX","2 day",2023-12-06,-3.77641117015894,-0.812011671298586,0.0698155281125937,0.960795132400496,3.41917910735298,0.615170094812179,0.219579063248556,0.713590883055382,0.545354566699585,0.172812518794159,0.14020045062704,0.358307496484944,0.545354566699585,TRUE,TRUE,FALSE
"CharlesBoyle","DAX","2 day",2023-12-06,-1.10985084340353,-0.0500783619898914,0.773777380175922,1.36511096066867,2.49960658281221,0.615170094812179,0.0862510469107856,0.332624228401035,0.158607285363743,0.374970432928246,0.0942218244000018,0.209334963600762,0.158607285363743,TRUE,TRUE,FALSE
"median_ensemble","DAX","2 day",2023-12-06,-2.4836165118803,-0.732476575790821,0.0894760728836097,0.984766195643235,3.08535027305822,0.615170094812179,0.154939330334624,0.6738233353015,0.525694021928569,0.184798050415528,0.123509008912302,0.332552749378505,0.525694021928569,TRUE,TRUE,FALSE
"homersimpson","DAX","2 day",2023-12-06,-1.96081724845872,-0.203717887881893,0.0950625310595754,0.836134623248519,2.32671797924639,0.615170094812179,0.128799367163545,0.409443991347036,0.520107563752603,0.11048226421817,0.0855773942217107,0.250882116140613,0.520107563752603,TRUE,TRUE,FALSE
"StannisBaratheon","DAX","2 day",2023-12-06,-3.85642916228044,-0.732476575790821,0.125033756751717,0.935378008551851,3.08535027305822,0.615170094812179,0.223579962854631,0.6738233353015,0.490136338060462,0.160103956869836,0.123509008912302,0.334230520399746,0.490136338060462,TRUE,TRUE,FALSE
"MasterYoda","DAX","2 day",2023-12-06,-0.017,-0.0079,-0.0039,0.0044,0.0203,0.615170094812179,0.0316085047406089,0.311535047406089,0.619070094812179,0.916155142218268,1.15999668488375,0.607673094812178,0.619070094812179,FALSE,FALSE,FALSE
"DaenerysTargaryen","DAX","2 day",2023-12-06,-2.867,-0.875,1.762,3.871,6.762,0.615170094812179,0.174108504740609,0.745085047406089,1.14682990518782,1.62791495259391,0.307341495259391,0.800255981037564,1.14682990518782,TRUE,TRUE,FALSE
"Phoebe","DAX","2 day",2023-12-06,-2.21715690986751,-0.576670397189094,0.0314472211703887,0.804079811885128,2.36457908128045,0.615170094812179,0.141616350233984,0.595920246000636,0.58372287364179,0.0944548585364747,0.0874704493234136,0.30063695554726,0.58372287364179,TRUE,TRUE,FALSE
"JakePeralta","DAX","2 day",2023-12-06,-3.68837605880217,-0.887558373750149,0.0447380364418049,0.984766195643235,3.42967474041606,0.615170094812179,0.215177307680717,0.751364234281164,0.570432058370374,0.184798050415528,0.140725232280194,0.372499376605595,0.570432058370374,TRUE,TRUE,FALSE
"TormundGiantsbane","DAX","2 day",2023-12-06,-2.4836165118803,-0.736952341814809,0.0435360611487665,0.905760525275198,2.3557500366909,0.615170094812179,0.154939330334624,0.676061218313494,0.571634033663412,0.14529521523151,0.0870289970939362,0.326991758927395,0.571634033663412,TRUE,TRUE,FALSE
"TyrionLannister","DAX","2 day",2023-12-06,-0.205030383523761,0.2738307321414,0.951709287198721,1.32878260039542,2.53196552019499,0.615170094812179,0.041010023916797,0.170669681335389,0.336539192386542,0.356806252791619,0.0958397712691409,0.200172984339898,0.336539192386542,TRUE,TRUE,FALSE
"JonSnow","DAX","2 day",2023-12-06,-2.32821591542331,0.0891483368395993,0.76947878327162,1.38800799533467,3.34255615607811,0.615170094812179,0.147169300511775,0.26301087898629,0.154308688459441,0.386418950261247,0.136369303063297,0.21745542425641,0.154308688459441,TRUE,TRUE,FALSE
"mean_ensemble","DAX","5 day",2023-12-06,-3.21181865261175,-0.617658848537271,0.515593259148363,1.29740502021779,3.31363849155486,0.825036961087555,0.201842780684965,0.721347904812413,0.309443701939192,0.236184029565117,0.124430076523365,0.318649698705011,0.309443701939192,TRUE,TRUE,FALSE
"DAX_benchmark","DAX","5 day",2023-12-06,-5.25916085313898,-0.902932558170022,0.168228146492844,1.25561767079669,4.62869696515187,0.825036961087555,0.304209890711327,0.863984759628789,0.656808814594712,0.215290354854569,0.190183000203216,0.446095363998522,0.656808814594712,TRUE,TRUE,FALSE
"BrienneVonTarth","DAX","5 day",2023-12-06,-4.72805229123876,-0.93640639354239,0.139872899376678,1.18858989939669,4.3200774853682,0.825036961087555,0.277654462616316,0.880721677314973,0.685164061710877,0.181776469154566,0.174752026214033,0.440013739402153,0.685164061710877,TRUE,TRUE,FALSE
"CharlesBoyle","DAX","5 day",2023-12-06,-1.21829578682229,0.333172140918325,0.909327458512088,1.66686569657211,2.98607308212107,0.825036961087555,0.102166637395492,0.245932410084615,0.0842904974245328,0.420914367742276,0.108051806051676,0.192271143739718,0.0842904974245328,TRUE,TRUE,FALSE
"median_ensemble","DAX","5 day",2023-12-06,-3.07134325383381,-0.851605529648362,0.184774327658133,1.25561767079669,3.574,0.825036961087555,0.194819010746068,0.838321245367959,0.640262633429422,0.215290354854567,0.137448151945622,0.405228279268728,0.640262633429422,TRUE,TRUE,FALSE
"homersimpson","DAX","5 day",2023-12-06,-2.24932476922692,0.973361391050531,1.66005553041861,1.75342903069993,2.84600068644374,0.825036961087555,0.153718086515724,0.222486644944464,0.835018569331059,0.464196034806186,0.101048186267809,0.355293504373048,0.835018569331059,FALSE,TRUE,FALSE
"StannisBaratheon","DAX","5 day",2023-12-06,-4.44820876715834,-0.851605529648362,0.197991134725662,1.19385449409219,3.8244285633717,0.825036961087555,0.263662286412295,0.838321245367959,0.627045826361893,0.184408766502317,0.149969580114207,0.412681540951734,0.627045826361893,TRUE,TRUE,FALSE
"MasterYoda","DAX","5 day",2023-12-06,-0.0082,0.0025,0.0071,0.0168,0.0212,0.825036961087555,0.0416618480543778,0.411268480543778,0.817936961087555,1.21235544163133,1.56748207412073,0.810140961087555,0.817936961087555,FALSE,FALSE,FALSE
"DaenerysTargaryen","DAX","5 day",2023-12-06,-5.525,-3.514,0.976,1.892,3.574,0.825036961087555,0.317501848054378,2.16951848054378,0.150963038912445,0.533481519456222,0.137448151945622,0.661782607782489,0.150963038912445,TRUE,TRUE,FALSE
"Phoebe","DAX","5 day",2023-12-06,-3.07134325383381,-0.730688368278054,0.184774327658133,0.982023196421178,2.62833729579954,0.825036961087555,0.194819010746068,0.777862664682805,0.640262633429422,0.0784931176668114,0.0901650167355993,0.356320488652141,0.640262633429422,TRUE,TRUE,FALSE
"JakePeralta","DAX","5 day",2023-12-06,-5.16699272888038,-1.19556378153463,0.0841140732464219,1.37190633784797,4.85176078488683,0.825036961087555,0.299601484498397,1.01030037131109,0.740922887841133,0.273434688380205,0.201336191189964,0.505119124644158,0.740922887841133,TRUE,TRUE,FALSE
"TormundGiantsbane","DAX","5 day",2023-12-06,-2.72915759841831,-0.927892498485874,0.17244982501283,1.08394996474313,2.65580548342133,0.825036961087555,0.177709727975293,0.876464729786715,0.652587136074725,0.129456501827787,0.0915384261166888,0.385551304356242,0.652587136074725,TRUE,TRUE,FALSE
"TyrionLannister","DAX","5 day",2023-12-06,0.0186786752028966,0.685688438034449,1.19427591722649,1.75178882006848,3.08905394233318,0.825036961087555,0.0403179142942329,0.0696742615265533,0.36923895613894,0.463375929490462,0.113200849062281,0.211161582102494,0.36923895613894,TRUE,TRUE,FALSE
"Rachel","DAX","5 day",2023-12-06,-4.40632153545098,-1.02391831871813,0.184475723648792,1.19491928522817,3.84190117234501,0.825036961087555,0.261567924826927,0.924477639902843,0.640561237438764,0.184941162070307,0.150843210562873,0.432478234960343,0.640561237438764,TRUE,TRUE,FALSE
"JonSnow","DAX","5 day",2023-12-06,-2.96226357498693,0.0587204473896347,0.82404733261016,1.51452086696481,3.80996492897066,0.825036961087555,0.189365026803724,0.38315825684896,0.000989628477395033,0.344741952938627,0.149246398394155,0.213500252692572,0.000989628477395033,TRUE,TRUE,FALSE
"mean_ensemble","DAX","6 day",2023-12-06,-3.49104842341446,-0.312446647470197,0.742741141194318,1.80469476156167,4.06551515477662,0.809021719474678,0.215003507144457,0.560734183472438,0.0662805782803605,0.497836521043496,0.162824671765097,0.30053589234117,0.0662805782803605,TRUE,TRUE,FALSE
"BrienneVonTarth","DAX","6 day",2023-12-06,-5.48035274298069,-1.06579580561251,0.167707041845753,1.41841496024192,4.76246549281423,0.809021719474678,0.314468723122769,0.937408762543594,0.641314677628925,0.304696620383621,0.197672188666978,0.479112194469178,0.641314677628925,TRUE,TRUE,FALSE
"CharlesBoyle","DAX","6 day",2023-12-06,-0.860827061037202,0.586751096426452,1.20740052369515,2.53194236453438,3.59166971249187,0.809021719474678,0.083492439025594,0.111135311524113,0.398378804220467,0.86146032252985,0.139132399650859,0.318719855390177,0.398378804220467,TRUE,TRUE,FALSE
"median_ensemble","DAX","6 day",2023-12-06,-3.28829841432478,-0.912301775275375,0.218175821354549,1.4630057610209,4.03778841545211,0.809021719474678,0.204866006689973,0.860661747375027,0.590845898120129,0.326992020773111,0.161438334798872,0.428960801551422,0.590845898120129,TRUE,TRUE,FALSE
"homersimpson","DAX","6 day",2023-12-06,-2.95665471633885,2.35285741259097,2.46302683527402,2.57319625795707,3.24633030479029,0.809021719474678,0.188283821790677,2.31575353967444,1.65400511579934,0.882087269241194,0.121865429265781,1.03239903515429,1.65400511579934,FALSE,TRUE,FALSE
"StannisBaratheon","DAX","6 day",2023-12-06,-5.10001446943936,-0.912301775275375,0.281154314061362,1.43989178162493,4.03778841545211,0.809021719474678,0.295451809445702,0.860661747375027,0.527867405413317,0.315435031075126,0.161438334798872,0.432170865621609,0.527867405413317,TRUE,TRUE,FALSE
"MasterYoda","DAX","6 day",2023-12-06,-0.003,0.0062,0.0102,0.0186,0.0234,0.809021719474678,0.0406010859737339,0.401410859737339,0.798821719474679,1.18563257921202,1.53196235297562,0.791685719474678,0.798821719474679,FALSE,FALSE,FALSE
"DaenerysTargaryen","DAX","6 day",2023-12-06,-4.156,-1.314,1.591,3.261,5.898,0.809021719474678,0.248251085973734,1.06151085973734,0.781978280525321,1.22598914026266,0.254448914026266,0.714435656105064,0.781978280525321,TRUE,TRUE,FALSE
"Phoebe","DAX","6 day",2023-12-06,-3.28829841432478,-0.818592961488562,0.159585841713827,1.13386122613619,3.22990024856931,0.809021719474678,0.204866006689973,0.81380734048162,0.649435877760852,0.162419753330756,0.121043926454732,0.390314580943586,0.649435877760852,TRUE,TRUE,FALSE
"JakePeralta","DAX","6 day",2023-12-06,-6.79671823114153,-1.58723758293343,0.108107347098185,1.80345199121102,6.33910203840853,0.809021719474678,0.38028699753081,1.19812965120405,0.700914372376493,0.497215135868171,0.276504015946693,0.610610034585244,0.700914372376493,TRUE,TRUE,FALSE
"TormundGiantsbane","DAX","6 day",2023-12-06,-3.20334175835258,-1.05830260917495,0.138922302415403,1.18307395788447,3.20832870400934,0.809021719474678,0.200618173891363,0.933662164324814,0.670099417059276,0.187026119204896,0.119965349226733,0.422274244741416,0.670099417059276,TRUE,TRUE,FALSE
"TyrionLannister","DAX","6 day",2023-12-06,0.310806229434974,0.922807382531854,1.20740052369515,2.54415831828356,3.61984349951535,0.809021719474678,0.0249107745019852,0.170678494585763,0.398378804220467,0.867568299404442,0.140541089002034,0.320415492342938,0.398378804220467,FALSE,TRUE,FALSE
"DAX_benchmark","DAX","6 day",2023-12-06,-6.28262880068359,-1.03057694446571,0.216214694196371,1.4630057610209,5.3673964152176,0.809021719474678,0.354582526007913,0.919799331970195,0.592807025278308,0.326992020773109,0.227918734787146,0.484419927763334,0.592807025278308,TRUE,TRUE,FALSE
"Rachel","DAX","6 day",2023-12-06,-5.04918752200565,-1.11811545103486,0.218175821354549,1.42698669492494,4.33488121197916,0.809021719474678,0.292910462074017,0.96356858525477,0.590845898120129,0.308982487725129,0.176292974625224,0.466520081559854,0.590845898120129,TRUE,TRUE,FALSE
"JonSnow","DAX","6 day",2023-12-06,-2.51741201751878,0.974500821323567,1.88673959017637,2.66344858648229,5.19259096884828,0.809021719474678,0.166321686849673,0.248218652773333,1.0777178707017,0.927213433503804,0.21917846246868,0.527730021259437,1.0777178707017,FALSE,TRUE,FALSE
"BrienneVonTarth","DAX","7 day",2023-12-06,-5.85436754499881,-1.11536331315382,0.273361698734786,1.52163315913298,5.15881415004175,0.655915943642604,0.325514174432071,0.885639628398211,0.382554244907819,0.43285860774519,0.225144910319957,0.45034231316065,0.382554244907819,TRUE,TRUE,FALSE
"CharlesBoyle","DAX","7 day",2023-12-06,-1.12649711625876,0.606020622958825,1.59363341833965,2.80467835368392,3.79106968739758,0.655915943642604,0.0891206529950681,0.0249476603418897,0.937717474697042,1.07438120502066,0.156757687187749,0.456584936048481,0.937717474697042,TRUE,TRUE,FALSE
"median_ensemble","DAX","7 day",2023-12-06,-3.41640653163075,-0.888586514281573,0.345778122443274,1.62294301009922,4.54135063671571,0.655915943642604,0.203616123763668,0.772251228962089,0.31013782119933,0.483513533228308,0.194271734653655,0.39275808836141,0.31013782119933,TRUE,TRUE,FALSE
"homersimpson","DAX","7 day",2023-12-06,-2.75051853973231,3.07027102248107,3.15466440567667,3.23905778887226,3.44539828194982,0.655915943642604,0.170321724168746,3.62153261825771,2.49874846203406,1.29157092261483,0.139474116915361,1.54432956879814,2.49874846203406,FALSE,TRUE,FALSE
"StannisBaratheon","DAX","7 day",2023-12-06,-5.50598839781451,-0.970851934436844,0.389229953806645,1.55975504196663,4.54135063671571,0.655915943642604,0.308095217072856,0.813383939039724,0.266685989835959,0.451919549162013,0.194271734653655,0.406871285952841,0.266685989835959,TRUE,TRUE,FALSE
"MasterYoda","DAX","7 day",2023-12-06,0.0038,0.0139,0.0184,0.0276,0.0284,0.655915943642604,0.0326057971821302,0.321007971821302,0.637515943642604,0.942473915463907,1.22365609010308,0.631451943642604,0.637515943642604,FALSE,FALSE,FALSE
"DaenerysTargaryen","DAX","7 day",2023-12-06,-6.615,-3.626,1.626,5.272,7.621,0.655915943642604,0.36354579718213,2.1409579718213,0.970084056357396,2.3080420281787,0.34825420281787,1.22617681127148,0.970084056357396,TRUE,TRUE,FALSE
"Phoebe","DAX","7 day",2023-12-06,-3.41640653163075,-0.880618784523701,0.172943678680593,1.32450899589878,3.72857793665887,0.655915943642604,0.203616123763668,0.768267364083153,0.482972264962011,0.334296526128088,0.153633099650813,0.388557075717547,0.482972264962011,TRUE,TRUE,FALSE
"JakePeralta","DAX","7 day",2023-12-06,-7.59706046290859,-1.78284601117476,0.172889061221637,2.05168356172374,7.35915652377741,0.655915943642604,0.41264882032756,1.21938097740868,0.483026882420967,0.697883809040569,0.33516202900674,0.629620503640904,0.483026882420967,TRUE,TRUE,FALSE
"TormundGiantsbane","DAX","7 day",2023-12-06,-3.16755111780426,-0.888586514281573,0.215606901588191,1.35979246787791,2.96544112649546,0.655915943642604,0.191173353072343,0.772251228962089,0.440309042054413,0.351938262117653,0.115476259142643,0.374229629069828,0.440309042054413,TRUE,TRUE,FALSE
"mean_ensemble","DAX","7 day",2023-12-06,-3.84930519690626,-0.411022946689277,0.924188001012886,2.18285941408582,4.57898979382795,0.655915943642604,0.225261057027443,0.533469445165941,0.268272057370282,0.763471735221608,0.196153692509267,0.397325597458908,0.268272057370282,TRUE,TRUE,FALSE
"DAX_benchmark","DAX","7 day",2023-12-06,-6.73574196413719,-1.08526790900125,0.345778122443274,1.62294301009922,6.25993408587484,0.655915943642604,0.36958289538899,0.870591926321929,0.31013782119933,0.483513533228308,0.280200907111612,0.462805416650034,0.31013782119933,TRUE,TRUE,FALSE
"Rachel","DAX","7 day",2023-12-06,-5.19383475079353,-1.22239057092965,0.244383268820414,1.62168605999313,4.67179771451275,0.655915943642604,0.292487534721807,0.939153257286129,0.41153267482219,0.482885058175264,0.200794088543507,0.46537052270978,0.41153267482219,TRUE,TRUE,FALSE
"JonSnow","DAX","7 day",2023-12-06,-2.43147956820464,1.23141830138909,2.21392008551602,2.98190782204221,5.95598235203988,0.655915943642604,0.154369775592362,0.863253536619726,1.55800414187341,1.1629959391998,0.265003320419864,0.800725342741033,1.55800414187341,FALSE,TRUE,FALSE
"TyrionLannister","DAX","7 day",2023-12-06,0.349678434501963,1.30701678371201,1.59363341833965,2.98992612182487,3.99994482429922,0.655915943642604,0.0153118754570321,0.976651260104111,0.937717474697042,1.16700508909113,0.167201444032831,0.65277742867643,0.937717474697042,FALSE,TRUE,FALSE
"mean_ensemble","infections","0 week",2023-12-06,2035,2035,2035,2035,2035,2077,2.1,21,42,63,81.9,42,42,FALSE,FALSE,FALSE
"infections_benchmark_strong","infections","0 week",2023-12-06,2035,2035,2035,2035,2035,2077,2.1,21,42,63,81.9,42,42,FALSE,FALSE,FALSE
"median_ensemble","infections","0 week",2023-12-06,2035,2035,2035,2035,2035,2077,2.1,21,42,63,81.9,42,42,FALSE,FALSE,FALSE
"infections_benchmark_weak","infections","0 week",2023-12-06,2035,2035,2035,2035,2035,2077,2.1,21,42,63,81.9,42,42,FALSE,FALSE,FALSE
"StannisBaratheon","infections","0 week",2023-12-06,2035,2035,2035,2035,2035,2077,2.1,21,42,63,81.9,42,42,FALSE,FALSE,FALSE
"mean_ensemble","infections","1 week",2023-12-06,1173.5,1413,1607,1805.75,2605.5125,2082,45.425,334.5,475,414.375,26.175625,259.095125,475,FALSE,TRUE,FALSE
"infections_benchmark_strong","infections","1 week",2023-12-06,1342,1745,1978,2242,2770.025,2082,37,168.5,104,80,34.40125,84.78025,104,TRUE,TRUE,FALSE
"median_ensemble","infections","1 week",2023-12-06,1173.5,1413,1607,1805.75,2605.5125,2082,45.425,334.5,475,414.375,26.175625,259.095125,475,FALSE,TRUE,FALSE
"infections_benchmark_weak","infections","1 week",2023-12-06,1005,1081,1236,1369.5,2441,2082,53.85,500.5,846,1068.75,17.95,497.41,846,FALSE,TRUE,FALSE
"StannisBaratheon","infections","1 week",2023-12-06,1005,1081,1236,1369.5,2441,2082,53.85,500.5,846,1068.75,17.95,497.41,846,FALSE,TRUE,FALSE
"mean_ensemble","infections","2 week",2023-12-06,1093.375,1384.5,1595.5,1816.375,2911.8875,2327,61.68125,471.25,731.5,765.9375,29.244375,411.922625,731.5,FALSE,TRUE,FALSE
"infections_benchmark_strong","infections","2 week",2023-12-06,1169,1636,1927,2262.25,3049.025,2327,57.9,345.5,400,97.125,36.10125,187.32525,400,FALSE,TRUE,FALSE
"median_ensemble","infections","2 week",2023-12-06,1093.375,1384.5,1595.5,1816.375,2911.8875,2327,61.68125,471.25,731.5,765.9375,29.244375,411.922625,731.5,FALSE,TRUE,FALSE
"infections_benchmark_weak","infections","2 week",2023-12-06,1017.75,1133,1264,1370.5,2774.75,2327,65.4625,597,1063,1434.75,22.3875,636.52,1063,FALSE,TRUE,FALSE
"StannisBaratheon","infections","2 week",2023-12-06,1017.75,1133,1264,1370.5,2774.75,2327,65.4625,597,1063,1434.75,22.3875,636.52,1063,FALSE,TRUE,FALSE
"mean_ensemble","infections","3 week",2023-12-06,1080.125,1374.625,1589,1827.625,3049.2625,2586,75.29375,605.6875,997,1137.5625,23.163125,567.741375,997,FALSE,TRUE,FALSE
"median_ensemble","infections","3 week",2023-12-06,1080.125,1374.625,1589,1827.625,3049.2625,2586,75.29375,605.6875,997,1137.5625,23.163125,567.741375,997,FALSE,TRUE,FALSE
"infections_benchmark_weak","infections","3 week",2023-12-06,1088.25,1192.5,1302,1390,2824.5,2586,74.8875,696.75,1284,1794,11.925,772.3125,1284,FALSE,TRUE,FALSE
"StannisBaratheon","infections","3 week",2023-12-06,1088.25,1192.5,1302,1390,2824.5,2586,74.8875,696.75,1284,1794,11.925,772.3125,1284,FALSE,TRUE,FALSE
"infections_benchmark_strong","infections","3 week",2023-12-06,1072,1556.75,1876,2265.25,3274.025,2586,75.7,514.625,710,481.125,34.40125,363.17025,710,FALSE,TRUE,FALSE
"median_ensemble","infections","4 week",2023-12-06,921.625,1319.75,1542.5,1811.75,2900.65,2314,69.61875,497.125,771.5,753.375,29.3325,424.19025,771.5,FALSE,TRUE,FALSE
"infections_benchmark_weak","infections","4 week",2023-12-06,831.25,1144.5,1245,1373.5,2465.25,2314,74.1375,584.75,1069,1410.75,7.56250000000001,629.24,1069,FALSE,TRUE,FALSE
"StannisBaratheon","infections","4 week",2023-12-06,831.25,1144.5,1245,1373.5,2465.25,2314,74.1375,584.75,1069,1410.75,7.56250000000001,629.24,1069,FALSE,TRUE,FALSE
"mean_ensemble","infections","4 week",2023-12-06,921.625,1319.75,1542.5,1811.75,2900.65,2314,69.61875,497.125,771.5,753.375,29.3325,424.19025,771.5,FALSE,TRUE,FALSE
"infections_benchmark_strong","infections","4 week",2023-12-06,1012,1495,1840,2250,3336.05,2314,65.1,409.5,474,96,51.1025000000001,219.1405,474,FALSE,TRUE,FALSE
"BrienneVonTarth","energy","36 hour",2023-12-06,50.1243139427888,59.9415465010245,66.9520762489753,71.7438559969174,80.4387135551311,69.365,0.962034302860561,4.71172674948776,2.41292375102473,1.1894279984587,0.553685677756556,1.96595969591766,2.41292375102473,TRUE,TRUE,FALSE
"Rachel","energy","36 hour",2023-12-06,61.126169831501,66.7706402391171,68.9194321346231,70.5574880690881,73.0721532946605,69.365,0.41194150842495,1.29717988044147,0.445567865376859,0.596244034544064,0.185357664733024,0.587258190704073,0.445567865376859,TRUE,TRUE,FALSE
"Phoebe","energy","36 hour",2023-12-06,60.64323,65.17515,67.55305,69.93096,74.46287,69.365,0.4360885,2.094925,1.81195,0.282980000000002,0.2548935,0.976167399999999,1.81195,TRUE,TRUE,FALSE
"mean_ensemble","energy","36 hour",2023-12-06,53.4958510978674,60.9661470670503,64.9101959608507,68.3183589590837,73.7686901086399,69.365,0.79345744510663,4.19942646647485,4.45480403914929,1.56996156137445,0.220184505431996,2.24756680350744,4.45480403914929,FALSE,TRUE,FALSE
"JonSnow","energy","36 hour",2023-12-06,40.5755017745626,49.1263875061892,53.2633086425145,55.9924299107175,58.4932505741381,69.365,1.43947491127187,10.1193062469054,16.1016913574854,20.0588551339237,21.1999113804307,13.7838478060034,16.1016913574854,FALSE,FALSE,FALSE
